Admin2,Province/State,Country/Region,09-16-2021,09-17-2021,09-18-2021,09-19-2021
Calumet,Wisconsin,US,58,58,58,58
Chippewa,Wisconsin,US,105,105,105,105
Clark,Wisconsin,US,69,69,69,69
Columbia,Wisconsin,US,75,75,75,75
Crawford,Wisconsin,US,22,22,22,22
Dane,Wisconsin,US,351,351,351,351
Dodge,Wisconsin,US,213,214,214,214
Door,Wisconsin,US,38,38,38,38
Douglas,Wisconsin,US,66,66,66,66
Dunn,Wisconsin,US,39,40,40,40
Eau Claire,Wisconsin,US,129,129,129,129
Florence,Wisconsin,US,13,13,13,13
Fond du Lac,Wisconsin,US,151,152,152,152
Forest,Wisconsin,US,29,29,29,29
Grant,Wisconsin,US,101,102,102,102
Green,Wisconsin,US,26,26,26,26
Green Lake,Wisconsin,US,28,28,28,28
Iowa,Wisconsin,US,16,16,16,16
Iron,Wisconsin,US,42,42,42,42
Jackson,Wisconsin,US,29,29,29,29
Jefferson,Wisconsin,US,142,142,142,142
Juneau,Wisconsin,US,31,31,31,31
Kenosha,Wisconsin,US,352,353,353,353
Kewaunee,Wisconsin,US,40,40,40,40
La Crosse,Wisconsin,US,101,101,101,101
Lafayette,Wisconsin,US,11,11,11,11
Langlade,Wisconsin,US,52,52,52,52
Lincoln,Wisconsin,US,106,106,106,106
Manitowoc,Wisconsin,US,99,99,99,99
Marathon,Wisconsin,US,243,243,243,243
Marinette,Wisconsin,US,77,77,77,77
Marquette,Wisconsin,US,29,29,29,29
Menominee,Wisconsin,US,11,11,11,11
Milwaukee,Wisconsin,US,1515,1516,1516,1516
Monroe,Wisconsin,US,54,54,54,54
Oconto,Wisconsin,US,76,76,76,76
Oneida,Wisconsin,US,83,84,84,84
Outagamie,Wisconsin,US,256,256,256,256
Ozaukee,Wisconsin,US,111,112,112,112
Pepin,Wisconsin,US,7,7,7,7
Pierce,Wisconsin,US,44,44,44,44
Polk,Wisconsin,US,69,69,69,69
Portage,Wisconsin,US,84,88,88,88
Price,Wisconsin,US,8,8,8,8
Racine,Wisconsin,US,422,422,422,422
Richland,Wisconsin,US,19,19,19,19
Rock,Wisconsin,US,222,222,222,222
Rusk,Wisconsin,US,28,28,28,28
Sauk,Wisconsin,US,61,61,61,61
Sawyer,Wisconsin,US,29,29,29,29
Shawano,Wisconsin,US,86,86,86,86
Sheboygan,Wisconsin,US,173,173,173,173
St. Croix,Wisconsin,US,75,75,75,75
Taylor,Wisconsin,US,41,41,41,41
Trempealeau,Wisconsin,US,51,51,51,51
Unassigned,Wisconsin,US,0,0,0,0
Vernon,Wisconsin,US,51,51,51,51
Vilas,Wisconsin,US,48,48,48,48
Walworth,Wisconsin,US,177,177,177,177
Washburn,Wisconsin,US,25,25,25,25
Washington,Wisconsin,US,212,214,214,214
Waukesha,Wisconsin,US,680,685,685,685
Waupaca,Wisconsin,US,177,178,178,178
Waushara,Wisconsin,US,43,43,43,43
Winnebago,Wisconsin,US,240,240,240,240
Wood,Wisconsin,US,119,119,119,119
Albany,Wyoming,US,25,25,25,25
Big Horn,Wyoming,US,38,38,38,38
Campbell,Wyoming,US,74,74,74,74
Carbon,Wyoming,US,33,33,33,33
Converse,Wyoming,US,28,28,28,28
Crook,Wyoming,US,14,14,14,14
Fremont,Wyoming,US,102,102,102,102
Goshen,Wyoming,US,27,27,27,27
Hot Springs,Wyoming,US,6,6,6,6
Johnson,Wyoming,US,13,13,13,13
Laramie,Wyoming,US,157,157,157,157
Lincoln,Wyoming,US,14,14,14,14
Natrona,Wyoming,US,155,155,155,155
Niobrara,Wyoming,US,4,4,4,4
Park,Wyoming,US,42,42,42,42
Platte,Wyoming,US,18,18,18,18
Sheridan,Wyoming,US,38,38,38,38
Sublette,Wyoming,US,11,11,11,11
Sweetwater,Wyoming,US,53,53,53,53
Teton,Wyoming,US,11,11,11,11
Uinta,Wyoming,US,21,21,21,21
Unassigned,Wyoming,US,0,0,0,0
Washakie,Wyoming,US,27,27,27,27
Weston,Wyoming,US,7,7,7,7
