Admin2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Province/State,Adygea Republic,Altai Krai,Altai Republic,Amur Oblast,Arkhangelsk Oblast,Astrakhan Oblast,Bashkortostan Republic,Belgorod Oblast,Bryansk Oblast,Buryatia Republic,Chechen Republic,Chelyabinsk Oblast,Chukotka Autonomous Okrug,Chuvashia Republic,Dagestan Republic,Ingushetia Republic,Irkutsk Oblast,Ivanovo Oblast,Jewish Autonomous Okrug,Kabardino-Balkarian Republic,Kaliningrad Oblast,Kalmykia Republic,Kaluga Oblast,Kamchatka Krai,Karachay-Cherkess Republic,Karelia Republic,Kemerovo Oblast,Khabarovsk Krai,Khakassia Republic,Khanty-Mansi Autonomous Okrug,Kirov Oblast,Komi Republic,Kostroma Oblast,Krasnodar Krai,Krasnoyarsk Krai,Kurgan Oblast,Kursk Oblast,Leningrad Oblast,Lipetsk Oblast,Magadan Oblast,Mari El Republic,Mordovia Republic,Moscow,Moscow Oblast,Murmansk Oblast,Nenets Autonomous Okrug,Nizhny Novgorod Oblast,North Ossetia - Alania Republic,Novgorod Oblast,Novosibirsk Oblast,Omsk Oblast,Orel Oblast,Orenburg Oblast,Penza Oblast,Perm Krai,Primorsky Krai,Pskov Oblast,Rostov Oblast,Ryazan Oblast,Saint Petersburg,Sakha (Yakutiya) Republic,Sakhalin Oblast,Samara Oblast,Saratov Oblast,Smolensk Oblast,Stavropol Krai,Sverdlovsk Oblast,Tambov Oblast,Tatarstan Republic,Tomsk Oblast,Tula Oblast,Tver Oblast,Tyumen Oblast,Tyva Republic,Udmurt Republic,Ulyanovsk Oblast,Vladimir Oblast,Volgograd Oblast,Vologda Oblast,Voronezh Oblast,Yamalo-Nenets Autonomous Okrug,Yaroslavl Oblast,Zabaykalsky Krai
06-12-2020,708,1569,124,345,1028,1560,1759,2035,3431,1235,1121,2187,70,2030,4688,1850,980,1348,275,1874,976,776,2444,413,509,279,373,1443,902,1657,1478,1019,575,3617,2129,212,2103,2578,1210,220,2026,1327,118024,14955,2663,32,6580,3186,472,1907,1189,1655,1872,2823,1689,1634,506,2831,2007,9276,1751,71,1741,1980,1394,1846,3912,1788,3611,564,3170,1611,1222,373,551,1255,1667,1732,693,1944,1487,1639,1076
06-13-2020,752,1607,126,350,1043,1639,1839,2056,3519,1290,1123,2309,77,2105,4710,2113,1002,1351,276,1886,979,804,2458,415,510,279,397,1455,905,1804,1578,1024,582,3642,2164,214,2117,2628,1270,222,2087,1351,119558,15734,2669,32,6633,3190,482,2050,1213,1663,1893,2850,1705,1662,507,2875,2025,9561,1826,98,1847,2014,1414,1860,4021,1823,3614,576,3219,1619,1234,378,557,1267,1721,1739,748,1953,1491,1640,1109
06-14-2020,771,1667,128,359,1054,1678,1853,2083,3609,1319,1128,2399,83,2156,4731,2113,1010,1378,278,1936,984,821,2485,428,541,287,412,1458,913,1946,1617,1025,593,3675,2205,220,2152,2666,1278,222,2100,1470,121691,16573,2677,32,6758,3212,483,2148,1218,1689,1924,2887,1749,1684,517,2931,2046,9677,1862,98,1889,2052,1461,1893,4144,1847,3617,599,3255,1645,1251,386,559,1287,1799,1740,760,1986,1496,1660,1123
06-15-2020,796,1715,135,371,1068,1702,1874,2106,3688,1356,1128,2434,84,2197,4754,2125,1062,1388,278,1962,986,840,2526,439,577,294,424,1471,947,2076,1703,1026,598,3725,2251,242,2170,2705,1291,224,2123,1471,123240,17422,2690,32,6811,3222,483,2193,1226,1702,1950,2935,1763,1720,522,2979,2091,9739,1899,98,1931,2071,1469,1953,4235,1874,3621,608,3401,1645,1261,393,560,1287,1820,1755,781,2016,1499,1662,1130
06-16-2020,817,1892,144,409,1188,1807,1940,2264,3761,1414,1137,2463,88,2261,4780,2135,1178,1511,278,2050,1042,868,2609,483,579,308,437,1506,1058,2242,1724,1048,621,3794,2328,244,2277,2796,1319,231,2198,1680,126114,18340,2810,32,7004,3247,494,2276,1281,1783,2050,3075,1812,1774,525,3159,2316,9971,2028,98,1942,2204,1514,2042,4469,1964,3624,648,3609,1705,1341,409,626,1409,1846,1859,799,2116,1559,1819,1178
06-17-2020,858,1992,145,449,1296,1875,2070,2397,3839,1445,1145,2560,89,2346,4802,2169,1349,1676,289,2102,1083,890,2664,511,582,334,442,1564,1099,2462,1838,1101,637,3884,2431,248,2338,2899,1437,234,2255,1697,128385,19319,2877,33,7342,3267,519,2387,1335,1868,2150,3183,1894,1848,534,3320,2453,10687,2148,98,2018,2317,1572,2129,4657,2037,3628,684,3846,1742,1397,447,693,1523,1915,1977,825,2397,1643,1941,1242
06-18-2020,896,2102,151,480,1393,1978,2182,2504,3904,1456,1147,2600,91,2361,4824,2187,1432,1756,297,2167,1127,904,2740,533,620,359,466,1634,1131,2663,1986,1140,667,3965,2490,252,2345,3140,1471,241,2370,1755,130431,20355,2910,33,7773,3290,533,2502,1504,1945,2222,3371,1931,1895,571,3526,2619,11324,2252,100,2078,2396,1661,2221,4853,2094,3632,715,4057,1819,1427,497,720,1626,1973,2128,863,2616,1695,2037,1307
06-19-2020,917,2210,162,491,1512,2000,2267,2596,3969,1567,1147,2640,98,2424,4854,2205,1509,2035,308,2254,1183,920,2784,542,777,376,470,1682,1148,2853,2006,1189,683,4041,2577,258,2510,3561,1527,253,2436,1812,132434,21448,2952,33,8052,3312,566,2630,1558,2064,2301,3530,2071,1965,611,3878,2802,12171,2328,100,2110,2507,1744,2280,5060,2197,3635,750,4258,1848,1474,526,778,1783,2064,2204,930,2861,1733,2198,1352
06-20-2020,946,2292,171,515,1660,2053,2358,2678,4034,1610,1153,2888,98,2506,4905,2254,1624,2275,315,2305,1210,932,2853,550,897,395,510,1762,1159,2997,2029,1212,714,4145,2673,272,2565,3725,1636,258,2543,1817,134549,22596,3020,33,8334,3334,588,2715,1602,2128,2373,3667,2140,2014,665,4018,2936,12965,2416,102,2196,2595,1820,2351,5359,2246,3640,779,4485,1955,1503,553,827,1938,2169,2289,966,3044,1791,2399,1430
06-21-2020,987,2309,178,520,1745,2076,2380,2698,4065,1649,1153,2928,103,2538,4936,2254,1698,2276,315,2334,1218,940,2860,551,925,402,532,1829,1161,3153,2068,1216,720,4181,2680,278,2581,3770,1697,267,2555,1858,135556,23798,3036,33,8400,3354,589,2769,1638,2183,2398,3689,2163,2077,669,4109,2951,13463,2452,102,2235,2618,1868,2382,5496,2287,3645,787,4541,1955,1520,579,834,2052,2206,2328,997,3088,1818,2453,1440
06-22-2020,1002,2359,184,540,1792,2093,2385,2711,4138,1677,1153,2955,105,2558,4956,2264,1778,2340,316,2423,1218,942,2967,569,933,403,533,1837,1161,3287,2099,1221,727,4220,2830,290,2587,3790,1715,271,2558,1862,136670,25036,3120,33,8438,3370,590,2790,1660,2193,2412,3731,2173,2102,669,4198,2959,13647,2526,103,2272,2640,1869,2409,5566,2306,3647,791,4558,1961,1532,579,848,2112,2247,2345,1020,3178,1862,2469,1467
06-23-2020,1028,2470,190,575,1996,2157,2482,2824,4170,1762,1174,3015,111,2605,4997,2332,1953,2498,328,2729,1300,956,3159,600,993,416,583,1894,1218,3435,2196,1254,759,4277,3132,312,2659,3932,1973,288,2667,1915,139248,26198,3165,33,8864,3386,631,2893,1767,2382,2528,3894,2325,2151,736,4378,3147,13868,2587,103,2309,2789,1916,2523,5972,2396,3652,810,4779,2070,1580,603,884,2406,2278,2454,1042,3640,1904,2686,1556
06-24-2020,1096,2540,207,597,2178,2203,2574,3103,4216,1815,1175,3343,122,2717,5465,2353,2059,2630,332,2847,1340,996,3322,623,1062,439,622,2011,1255,3618,2236,1305,808,4374,3249,333,2717,4050,2091,308,2758,2007,141268,27588,3217,35,9481,3412,672,3034,1814,2523,2581,4077,2448,2267,785,4651,3281,14511,2689,115,2405,2895,2024,2603,6250,2492,3656,849,5019,2114,1621,655,941,2606,2371,2612,1078,4047,1967,2864,1608
06-25-2020,1119,2594,215,609,2295,2220,2643,3116,4272,1826,1176,3500,122,2767,5468,2374,2117,2643,332,2945,1356,1014,3392,710,1123,440,651,2040,1257,3687,2300,1343,815,4403,3308,345,2742,4105,2186,326,2811,2029,142194,29002,3362,35,9566,3435,672,3058,1851,2575,2597,4100,2533,2364,797,4778,3294,15100,2757,119,2429,2922,2051,2631,6496,2513,3661,862,5100,2123,1646,774,945,2659,2412,2691,1087,4065,2006,2903,1656
06-26-2020,1149,2677,230,667,2383,2272,2783,3211,4292,1864,1177,3500,123,2807,5491,2409,2254,2763,338,3037,1370,1031,3450,735,1172,449,683,2048,1286,3862,2363,1359,822,4511,3401,357,2778,4125,2217,335,2811,2083,144191,30491,3439,38,9944,3455,710,3216,1910,2620,2622,4239,2594,2474,838,5082,3350,15495,2802,120,2478,3034,2122,2718,6786,2558,3684,885,5259,2179,1684,899,969,2710,2473,2766,1110,4174,2058,2950,1723
06-27-2020,1182,2697,247,690,2463,2298,2843,3267,4357,1906,1180,3560,125,2830,5525,2434,2330,2836,345,3096,1399,1041,3492,763,1215,488,701,2063,1310,4091,2411,1501,852,4564,3465,386,2839,4143,2248,347,2811,2106,146043,31912,3497,38,10400,3485,756,3302,1955,2669,2638,4438,2661,2636,911,5353,3395,16211,2844,120,2576,3158,2234,2796,7009,2627,3690,922,5380,2320,1731,997,998,2840,2543,2839,1137,4220,2153,2996,1826
06-28-2020,1239,2727,256,702,2520,2310,2853,3279,4405,1929,1180,3615,125,2862,5615,2444,2465,2838,345,3241,1406,1041,3495,816,1314,488,713,2123,1322,4192,2453,1540,866,4618,3536,399,2850,4153,2299,349,2815,2119,147095,33231,3510,38,10484,3496,756,3368,1976,2678,2644,4496,2671,2655,912,5482,3396,16809,2861,245,2629,3194,2270,2817,7219,2710,3693,960,5426,2324,1746,1002,999,2891,2552,2856,1146,4228,2248,3019,1847
06-29-2020,1291,2766,279,704,2549,2322,2870,3294,4415,1965,1180,3675,125,2882,5682,2449,2534,2869,345,3296,1409,1041,3507,870,1382,491,713,2134,1322,4305,2485,1549,879,4636,3639,420,2892,4154,2320,356,2818,2158,148102,34322,3514,38,10658,3505,756,3392,1984,2706,2649,4511,2679,2688,918,5516,3398,17056,2866,275,2635,3206,2283,2850,7309,2775,3695,963,5450,2343,1756,1095,1000,2909,2573,2866,1154,4234,2282,3041,1854
06-30-2020,1302,2889,285,786,2688,2340,2995,3453,4427,2001,1193,3700,129,2900,5775,2458,2704,2923,347,3386,1485,1054,3590,946,1452,518,734,2161,1340,4501,2522,1599,906,4706,3827,427,2975,4169,2358,361,2824,2200,150397,35240,3529,38,11061,3525,796,3496,2005,2823,2672,4661,2701,2745,984,5744,3506,17310,2961,332,2714,3344,2343,2963,7459,2880,3703,1079,5502,2464,1812,1149,1028,3003,2724,2905,1181,4286,2378,3194,2000
07-01-2020,1340,2972,306,825,2915,2352,3104,3636,4489,2028,1195,3770,130,2920,5824,2467,2850,2967,353,3688,1515,1067,3685,963,1491,576,768,2182,1356,4662,2643,1731,947,4793,4128,452,3122,4179,2409,361,2830,2250,152193,36052,3591,38,11369,3542,837,3618,2023,2908,2914,4869,2728,2874,1035,6103,3648,18155,3033,338,2805,3550,2413,3049,7614,2930,3710,1134,5653,2617,1893,1217,1068,3155,2837,3028,1220,4326,2434,3366,2107
07-02-2020,1363,2991,314,842,2989,2363,3144,3663,4541,2059,1198,3830,130,2940,5902,2474,2927,2973,353,3782,1538,1075,3690,1073,1597,588,788,2200,1361,4762,2711,1782,955,4827,4517,455,3195,4185,2414,421,2835,2303,153248,36802,3609,38,11589,3550,847,3714,2028,2911,2939,4869,2800,2904,1091,6173,3671,19004,3084,339,2834,3569,2450,3081,7737,2961,3720,1189,5805,2618,1942,1323,1069,3208,2857,3057,1224,4338,2462,3420,2152
07-03-2020,1414,3077,328,899,3127,2378,3201,3797,4564,2112,1199,3900,131,2960,5997,2486,3103,3073,356,3903,1583,1082,3801,1166,1673,616,815,2213,1373,4947,2747,1870,999,4911,4708,506,3309,4190,2473,460,2842,2370,154839,37398,3632,40,11840,3559,868,3852,2079,3028,3028,4889,2928,2973,1245,6444,3772,19495,3247,348,2972,3680,2512,3181,7936,3031,3743,1243,5841,2711,2013,1381,1098,3331,2985,3173,1248,4660,2513,3556,2184
07-04-2020,1439,3180,347,920,3218,2395,3261,3942,4639,2163,1209,3985,133,2983,6067,2494,3231,3113,360,3997,1630,1097,3977,1175,1777,657,852,2223,1389,5151,2804,1935,1043,4978,4920,517,3405,4197,2561,492,2848,2397,156459,37856,3695,40,12134,3567,965,4040,2157,3150,3039,4910,2931,3064,1342,6720,3895,19746,3333,357,3079,3748,2559,3629,8197,3162,3758,1295,5875,2805,2073,1663,1137,3441,3127,3295,1270,4930,2597,3711,2275
07-05-2020,1471,3228,367,927,3288,2399,3301,3966,4716,2197,1212,4122,133,3008,6124,2494,3257,3116,362,4061,1630,1110,3977,1256,1853,676,884,2228,1389,5326,2916,1972,1051,5014,5017,528,3424,4202,2561,515,2853,2408,157020,38348,3704,40,12157,3576,965,4071,2173,3150,3072,4925,2935,3077,1348,6823,3915,19994,3393,360,3101,3759,2608,3659,8342,3200,3764,1350,5906,2842,2111,1721,1139,3501,3154,3307,1301,4962,2635,3741,2307
07-06-2020,1502,3264,397,937,3300,2404,3333,3982,4729,2224,1214,4150,135,3029,6187,2497,3322,3131,362,4121,1647,1118,4004,1400,1877,680,936,2249,1450,5476,2969,1972,1051,5032,5143,550,3424,4202,2561,526,2857,2437,157652,38754,3704,40,12309,3584,974,4145,2209,3166,3102,4928,2945,3077,1400,6869,3923,20174,3473,364,3126,3773,2619,3660,8442,3229,3772,1403,5930,2854,2141,1796,1139,3541,3184,3329,1313,5000,2654,3763,2329
07-07-2020,1546,3383,417,978,3393,2414,3446,4133,4740,2289,1220,4281,136,3053,6273,2502,3756,3177,365,4240,1706,1143,4123,1460,2002,701,957,2280,1532,5695,3004,2022,1077,5198,5421,568,3573,4211,2676,534,2864,2495,159718,39191,3735,43,12606,3601,1030,4300,2322,3278,3204,4957,2976,3135,1474,7068,4026,20359,3626,385,3191,3881,2667,3660,8726,3359,3786,1457,5966,2966,2202,1915,1210,3680,3300,3420,1366,5302,2689,3920,2422
07-08-2020,1601,3496,449,1002,3518,2471,3595,4221,4809,2335,1225,4380,137,3080,6354,2508,3845,3255,370,4324,1745,1176,4253,1519,2073,727,993,2402,1615,5918,3077,2057,1122,5412,5732,600,3630,4219,2719,550,2870,2559,160913,39550,3785,43,13063,3611,1100,4507,2394,3406,3256,4982,3080,3273,1599,7383,4123,20552,3730,436,3276,3988,2724,3662,9008,3418,3798,1512,6005,3005,2251,1973,1252,3798,3380,3564,1409,5665,2757,4041,2503
07-09-2020,1626,3577,462,1049,3685,2515,3759,4355,4886,2371,1237,4652,137,3107,6468,2512,4083,3331,372,4429,1768,1208,4360,1551,2210,779,1027,2513,1634,6156,3172,2124,1151,5512,6050,611,3683,4226,2772,556,2876,2605,162086,39922,3831,43,13379,3618,1188,4677,2512,3476,3343,5061,3199,3412,1661,7610,4218,20734,3883,451,3406,4044,2801,3671,9243,3545,3808,1571,6042,3136,2319,2007,1300,3965,3526,3731,1427,5916,2840,4140,2595
07-10-2020,1671,3691,496,1091,3800,2559,3919,4436,4965,2425,1238,4747,137,3132,6571,2515,4196,3350,376,4584,1785,1225,4495,1619,2263,793,1066,2562,1678,6398,3234,2228,1176,5574,6315,626,3725,4234,2813,576,2883,2660,163093,40299,3889,43,13734,3647,1254,4869,2581,3546,3394,5126,3310,3509,1769,7760,4375,20890,3999,472,3504,4116,2856,3771,9522,3604,3833,1613,6079,3231,2374,2023,1329,4125,3652,3837,1447,6146,2930,4214,2642
07-11-2020,1701,3800,515,1119,4297,2600,3962,4520,5037,2473,1240,4877,137,3159,6670,2524,4402,3436,398,4677,1809,1235,4642,1639,2341,829,1111,2628,1737,6671,3297,2288,1197,5668,6525,635,3791,4244,2847,586,2891,2708,164095,40625,3948,43,14087,3670,1493,5083,2626,3586,3485,5143,3326,3648,1845,7954,4510,21071,4069,510,3562,4220,2914,3959,9828,3681,3912,1641,6120,3295,2432,2028,1358,4252,3787,3973,1477,6491,2968,4313,2703
07-12-2020,1734,3834,548,1127,4536,2630,3994,4548,5126,2513,1240,4938,137,3184,6761,2524,4490,3438,398,4745,1809,1243,4653,1640,2347,890,1136,2649,1738,6861,3344,2312,1197,5684,6692,643,3812,4254,2847,597,2892,2741,164560,40947,3971,43,14184,3688,1542,5164,2649,3596,3506,5146,3340,3677,1885,8073,4522,21233,4115,513,3596,4231,2971,3971,9896,3698,3916,1673,6159,3295,2478,2034,1360,4254,3820,3979,1484,6545,3028,4333,2707
07-13-2020,1740,3868,567,1149,4544,2652,4015,4583,5131,2542,1245,5039,137,3205,6849,2524,4543,3464,400,4801,1809,1255,4676,1724,2379,894,1200,2675,1748,7048,3375,2319,1197,5699,6811,658,3831,4261,2856,622,2894,2755,164954,41279,3991,43,14274,3700,1561,5199,2697,3612,3530,5146,3366,3687,1891,8097,4528,21385,4205,521,3607,4241,2998,3981,9964,3714,3916,1707,6193,3301,2503,2039,1360,4266,3820,4005,1486,6577,3053,4337,2750
07-14-2020,1785,4026,613,1194,4585,2706,4176,4596,5157,2619,1271,5112,139,3228,6931,2529,4727,3628,402,5034,1821,1294,4887,1856,2497,919,1260,2701,1796,7279,3414,2352,1229,5756,7127,672,3882,4274,2955,625,2904,2799,165966,41657,4061,43,14642,3718,1673,5367,2756,3678,3642,5195,3487,3840,1954,8291,4611,21579,4320,542,3666,4363,3053,4107,10323,3827,3948,1739,6235,3442,2602,2174,1380,4395,3965,4119,1522,6762,3276,4436,2845
07-15-2020,1843,4142,650,1234,4699,2800,4255,4687,5210,2676,1275,5212,141,3253,7019,2529,5278,4015,403,5193,1827,1312,5053,1957,2548,990,1326,2796,1844,7530,3509,2444,1256,5877,7407,722,3982,4289,3056,626,2925,2847,167810,42013,4149,44,15022,3740,1735,5557,2849,3714,3869,5208,3618,3963,2022,8451,4735,21746,4428,564,3745,4463,3129,4159,10614,3987,3979,1771,6273,3544,2687,2366,1394,4595,4113,4271,1535,6910,3535,4544,2887
07-16-2020,1868,4318,672,1302,4938,2844,4320,4807,5269,2720,1294,5282,142,3280,7150,2531,5625,4088,403,5209,1867,1330,5086,2081,2579,1033,1373,2929,1909,7831,3613,2538,1268,5935,7710,770,4042,4306,3173,644,2930,2887,168955,42372,4238,46,15320,3741,1780,5779,2901,3759,3960,5229,3719,4014,2093,8619,4844,21895,4525,568,3812,4535,3180,4257,10937,4076,4041,1807,6316,3620,2768,2529,1406,4721,4255,4403,1548,7014,3705,4660,2958
07-17-2020,1882,4460,706,1373,5192,2886,4572,4891,5314,2753,1298,5282,142,3307,7238,2533,5912,4153,406,5228,1921,1339,5139,2130,2612,1075,1439,3050,1969,8164,3686,2639,1282,6002,8083,796,4080,4329,3265,693,2940,2926,169637,42721,4296,46,15532,3743,1840,5868,2972,3815,4013,5244,3808,4054,2156,8745,4946,22051,4623,572,3883,4620,3241,4378,11273,4160,4073,1836,6355,3689,2867,2599,1420,4835,4354,4548,1577,7283,3978,4733,2996
07-18-2020,1891,4607,741,1427,5452,2947,4627,4985,5367,2781,1300,5369,143,3334,7371,2538,6136,4232,406,5251,1930,1418,5254,2155,2671,1107,1501,3098,2016,8654,3759,2747,1312,6078,8385,817,4132,4347,3364,726,2948,2950,170180,43048,4371,46,15831,3746,1911,6014,3095,3860,4061,5254,3917,4105,2207,8874,5035,22212,4702,584,3938,4699,3309,4439,11616,4216,4135,1882,6396,3736,2968,2690,1456,4946,4439,4592,1614,7496,4097,4810,3108
07-19-2020,1901,4712,764,1456,5492,2964,4630,5004,5416,2804,1300,5404,143,3364,7467,2538,6160,4241,411,5272,1932,1430,5302,2183,2671,1107,1524,3201,2043,8888,3845,2759,1322,6129,8529,837,4132,4355,3364,742,2948,2973,170539,43367,4387,46,15914,3746,1916,6148,3141,3870,4084,5268,3935,4158,2207,8909,5040,22313,4735,584,3962,4721,3323,4469,11786,4248,4140,1925,6433,3736,3023,2840,1456,4946,4540,4614,1621,7528,4154,4819,3137
