Admin2,,,,,,,,,,,,,,,,
Province/State,Alberta,British Columbia,Diamond Princess,Grand Princess,Manitoba,New Brunswick,Newfoundland and Labrador,Northwest Territories,Nova Scotia,Nunavut,Ontario,Prince Edward Island,Quebec,Repatriated Travellers,Saskatchewan,Yukon
Country/Region,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada
10-02-2022,607289,384900,0,13,149908,76902,51580,11511,124511,3531,1468342,51410,1202197,13,143747,4905
10-03-2022,607289,384900,0,13,149908,77460,51743,11511,125474,3531,1468342,51410,1202909,13,143747,4915
10-04-2022,607289,384900,0,13,149908,77460,51743,11511,125474,3531,1471071,52047,1203882,13,143747,4919
10-05-2022,607289,384900,0,13,149908,77460,51743,11511,125474,3531,1471071,52047,1204965,13,143747,4921
10-06-2022,607289,385599,0,13,150213,77460,51743,11511,125474,3531,1477588,52047,1206000,13,143747,4923
10-07-2022,607289,385599,0,13,150213,78056,51955,11511,126598,3531,1477931,52047,1207016,13,143747,4923
10-08-2022,607289,385599,0,13,150213,78056,51955,11511,126598,3531,1477931,52047,1207949,13,143747,4923
10-09-2022,607289,385599,0,13,150213,78056,51955,11511,126598,3531,1477931,52047,1208580,13,143747,4923
10-10-2022,607289,385599,0,13,150213,78056,51955,11511,126598,3531,1477931,52047,1209293,13,143747,4923
10-11-2022,607289,385599,0,13,150213,78056,51955,11511,126598,3531,1480253,52366,1210085,13,143747,4927
10-12-2022,610027,385599,0,13,150213,78056,51955,11511,126598,3531,1480253,52366,1211181,13,143747,4929
10-13-2022,610027,386293,0,13,150554,78056,51955,11511,126598,3531,1487093,52366,1212417,13,143747,4929
